,Unnamed: 0,id,text,sentiment
587,1188,3242, сегодня также отмечаться что автомобиль выпускать завод азия авто сам индустриальный процесс весь соответствовать стандарт альянс рено ниссан автоваз это подтвердить аудит провести перед запуск производство собирать вместе модель сейчас быть тот число казахстан вместе универсал лифтбек старт производство устькаменогорск дать возможность житель республика увидеть ощутить что современный лада это стильный современный автомобиль отвечать самый жёсткий международный стандарт он слово обновить модель производитель завоевать популярность российский федерация лада уверенно входить пятёрка самый реализовать авто рынок уверенный что крепкий партнерский отношение автоваз бипэк авто азия как сказать президент завод николя старт производство устькаменогорск долгать показать житель казахстан что современный лада это стильный современный автомобиль отвечать самый жёсткий международный стандарт запуск предшествовать подготовка производственный комплекс азия авто аудит провести соответствие стандарт качество альянс рэно ниссан автоваз уходить год стать без преувеличение самый насыщенный история партнерство автоваз бипэк авто азия авто оба модель быть выпускаться мощность завод азия авто устькаменогорск где это производиться лада лада мы посоветовать казахстанец шесть новый модель включая нынешний более значимый премьера сборка лада мощность завод устькаменогорск который один раз заговорить самый начать текущий год осуществлять не быть результат это год доля лада довестись весь легковой авто реализовать территория казахстан не забыть поделиться новость автор,1
588,1189,3243, праздничный день казахстан быть курсировать дополнительный поезд сообщить прессслужба пассажирский перевозка как пояснить компания рассматриваться вопрос назначение дополнительный пассажирский поезд сообщение алматыастать алматысть алматыарыся декабрь год планироваться запуск новый скоростной поезд алматыастать январь год алматышымкент поезд быть сформировать вагон отечественный производство тлпартальго широкий кузов новый модификация кроме тот сообщаться увеличение состав поезд счёт дополнительный вагон перевозка пассажир период праздничный день день первое президент день независимость новый год запланировать включение порядок дополнительный вагон пассажирский поезд,1
592,1199,3253, астан казинформ впервые алматы состояться любительский забег организовать казахский географический общество вск медеу глк шымбулак это один самый сложный красивый спортивный забег казахстан более участник преодолеть километр горный подъём спуск живописный маршрут соединять высокогорный каток медеу горнолыжный курорт шымбулак протяжение всего забег быть установить стоянка вод стартовый взнос участник который взиматься регистрация входить стартовый номер страхование спуск шымбулак канатный дорога рассказать подробность прессслужба казгео слово председатель президиум казахский географический общество толеген тастанбек такой образ организатор пытаться популяризировать идея активный отдых здоровый образ жизнь среди казахстанец кроме тот организация забег служить благородный цель собранный средство быть передать благотворительность отметить тастанбек скайраннинг высотный бег гора набирать большой популярность мир казахстан есть весь условие развитие это вид спорт этот соревнование призвать продвигать высотный бег казахстан также пропагандировать здоровый образ жизнь рассказать свой очередь президент федерация скайраннинг ринат хайбуллин победитель забег получить ценный приз часть собранный средство оргкомитет передать благотворительный фонд дом,1
593,1205,3259, год выпуск продукция отрасль снизиться текущий год казахстанский производитель выпустить всего восемь тысяча легковой автомобиль сообщать основываться дать комитет статистика особенно резко замедляться производство легковой автомобиль отмечать аналитик месяц текущий год автосборочный предприятие выпустить чуть маленький восемь тысяча такой авто два год назад уровень производство превышать тысяча автомобиль выпуск грузовой транспорт текущий год составить тысяча единица год январьоктябрь грузовой автомобиль быть произвести почти два тысяча штука снижение потребительский спрос тот число завозный авто называть главный причина падение темп производство казахстанец не мочь себя позволить авто даже кредит вследствие регресс тройка крупный автопроизводитель автодилер казахстан прошлое год выплатить налог бюджет сумма чуть большой миллиард тенг это два раз ниже размер налоговый выплата год это год объесть налоговый поступление сократиться ещё раз,0
595,1207,3261, итог торг акция казахстанский фондовый биржа пятница значение индекс вырастить объесть сделка акция включить представительский список индекс понизиться относительно предыдущий торговый день раз составить тот миллион тыспо дать биржа торг вырастить цена акция народный сберегательный банк казахстан казахтелек казтрансойло упасть цена акция баста банк центркредит кселла,0
596,1208,3262, восточный казахстан энергоснабжающий организация предупредить потребитель что не мочь большой гарантировать бесперебойный обслуживание настоящее время убыток шыгысэнерготрейд приближаться миллиард тенг декабрь год энергетик быть подать пять заявка повышение тариф август год они получить уведомление запрет повышение цена ситуация усугубляться рост дебиторский задолженность коммунальный предприятие область частность теплокоммунэнерго семейводоканал гп водоканал город зыряновск пояснить татьяна павлов ведущий специалист группа связь общественность шыгысэнерготрейддефицит средство способствовать увеличение долг перед поставщик транспортировщик электроэнергия задолженность энергоснабжающий организация перед устькаменогорский шульбинский гэс составлять миллион тенгедлить покрытие кассовый разрыв шыгысэнерготрейд вынудить кредитоваться банка сегодня задолженность энергоснабжающий организация учёт выплата кредит превышать миллиард тенгепо слово вячеслав аксёнов генеральный директор шыгысэнерготрейд финансовый состояние энергоснабжающий организация накануне осеннезимний сезон оцениваться как критический не гарантировать бесперебойный энергоснабжение регионапоследний раз тариф услуга шыгысэнерготрейд повышаться январь год,0
597,1209,3263, следствие бишимбаев что пошло не байтерек дело куандык бишимбаевабыть министр национальный экономика куандык бишимбаев задержать факт неоднократный получение взятка особо крупный размер группа лицо предварительный сговор сообщить прессслужба национальный бюро противодействие коррупция версия следствие взятка эксминистр бишимбаев тратить личный нужда тот что бишимбаев вовлечь следствие дело байтерек стать известно конец год он быть освободить должность министр национальный экономика декабрь должность министр проработать чуть более полгода май год назначение министр возглавлять нацхолдинг байтерек чей дочерний компания байтерек оказаться центр скандал связь задержание арест руковдство,0
598,1212,3266, итог год ожидаться миллиард прямая иностранный инвестиция казахстан итог первое квартал год казахстан привлечь более миллиард доллар прямая иностранный инвестиция обрабатывать промышленность это брифинг посвятить развитие химический промышленность заявить председатель правление национальный агентство экспорт инвестиция борисбия жангуразовый сообщать корреспондент центр деловой информация чистый приток иностранный инвестиция обрабатывать промышленность говорить восстановление приток этот сектор после спад прошлое год если такой темп сохраниться результат нынешний год можно ожидать общий сложность миллиард доллар чистый экономика страныборисбие жангуразовый сообщить что средний рост химический промышленность наш республика доходить год прошлое год объесть производство химический промышленность достигнуть миллиард тенг такой образ доля химический промышленность обрабатывать промышленность страна составлять она увеличиться практически два раз год когда доля химический промышленность равняться всего что касаться приток прямая иностранный инвестиция химический промышленность последний шесть год валовый приток иностранный инвестиция этот отрасль составить миллион доллар несмотря что год мы наблюдать весь мир спад казахстан тоже быть не исключение весь равно результат первое квартал год мы видеть что идти восстановление приток прямая иностранный инвестиция сейчас мы привлекать миллиард доллар ежегодно который приходиться обрабатывать промышленность пояснить борисбия жангуразовон заметить что инвестиция приходить отрасль производство строительный смесь бетон химикат удобрение производство пластмасса также нефтегазовый горнорудный сектор агропромышленный комплекс источник,1
600,1217,3271, производство казахстанский автомобиль год сократиться сообщить председатель правление оюд союз предприятие автомобильный отрасль казахстан казавтопром олег алферов писать казтагпо итог месяц год казахстанский предприятие автомобильный отрасль быть выпустить автотранспортный средство сумма миллиард тенг это ниже аналогичный прошлогодний показатель сказать оалферов среда прессконференциипо он дать общий объём единица прийтись легковой авто сократиться сравнение аналогичный период прошлое год это выпуск грузовой автомобиль вырастить достигнуть выпуск автобусный техника сократиться единица основный фактор падение производство стать снижение спрос рынок годахпо итог месяц официальный автодилер быть реализовать менее тысяча легковой авто против тысяча аналогичный период прошлое год этот цифра уступать прошлогодний не менее предварительный итог два полугодие свидетельствовать последовательный оздоровление рынок частность спад показатель производство замедлиться июнь это год результат месяц сказать оалферовпо он сведение сбыт отечественный автомобильный завод январеноябрь составить единица доля авто локальный сборка местный рынок достигнуть прошлое год она не превышать добавить он,0
601,1218,3272, министр инвестиция развитие женис касымбек рассказать влияние экономика казахстан совместный китай производство передавать корреспондент этот вопрос активно муссироваться пресс влияние этот проект это абсолютно новое предприятие они планироваться построить пятилетний период они составлять общий список инвестиционный проект реализовать иностранный инвестор транснациональный компания там есть российский турецкий американский французский большой перечень страна всего проект они половина проект это казахстанский акционер который использовать китайский оборудование подрядчик финансирование остаться половина это совместный предприятие сказать касымбек брифинг отвечать вопрос журналист напомнить казахстан создать совместный китай предприятие производство быть располагаться территория казахстан экономический эффект самый скромный подсчёт составить миллиард доллар запуск казахстан совместный китай производство предусматривать индустриальноинвестиционный программа сотрудничество два страна чем она быть рассказать поздний вицеминистр инвестиция развитие ерлана хаир кроме тот условие найм китаец совместный казахстан предприятие пояснить,1
602,1223,3277, повредить более метр железнодорожный полотно место работать два восстановительный поезд специалист передавать среда декабрь участок семейский отделение дорога сойти рельс грузовой вагон связь чем быть остановить движение поезд тот число пассажирский сообщить прессслужба ктжгрузовой перевозка декабрь участок семейшар произойти сход гружёный уголь вагон поезд жертва пострадавший нет говориться сообщение дать специальный комиссия создать азастан темр выяснение обстоятельство происшествие причина произойти стать излом боков рам шесть вагон повредить более метр железнодорожный полотно место происшествие работать два восстановительный поезд возобновление движение поезд также привлечь более специалист пассажир поезд задержаться авария доставлять место назначение автобус фото очевидец,0
603,1224,3278, бывший глава национальный управлять холдинг байтерек ныне министр национальный экономика куандык бишимбаев он слово не знать тот что твориться байтерек течение длительный время передавать корреспондент миа казинформ,0
604,1226,3280, сообщить ошибка ошибка отправить спасибо футбольный клуб астан совместно президентский клуб астан запускать акция который распространяться билет матч групповой этап лига европа между столичный клуб чемпион кипр клуб апоэл весь кто приобрести билет билет этот ценовый категория достаться подарок напомнить что игра состояться ноябрь спортивный комплекс астан арена стоить отметить что несмотря холод улица внутри спортивный комплекс быть более чем комфортный температура касса комплекс астан арена открыться ноябрь,1
607,1230,3284, богатырь комиро год планировать сократить поставка уголь электростанция павлодар август интерфаксказахстан богатырь комиро павлодарский область север казахстан нынешний год планировать поставить электростанция российский федерация миллион тонна уголь сообщить агентство интерфаксказахстан руководитель энергетический дивизион компания русский алюминий павел ульянов получение полный текст публикация воспользоваться платный подписка,1
608,1231,3285, источник это свой страница написать директор департамент кадровый работа мир марат игаличитать также назарбаев поблагодарить масим хороший работун инвестиционный омбудсмен возлагаться функция содействие защита право законный интерес инвесторовкасымбек женис махмудуло родиться май год год окончить казахский государственный архитектурностроительный академия архитектордизайнер год окончить евразийский государственный университет имя литр гумилев специальность государственный местный управление кандидат экономический наука тема диссертация государственный регулирование развитие транспортный комплекс республика казахстан год стажер исследователь казгасать год главный специалист темирбанк год начальник отдел комитет антимонопольный политика республика казахстан год директор департамент водный транспорт мтк республика казахстан год директор актауский международный морской торговый порт год вицеминистр транспорт коммуникация республика казахстан год занимать пост ответственный секретарить министерство транспорт коммуникация республика казахстанть год министр транспорт коммуникация республика казахстан переназначить год один заместитель министр инвестиция развитие республика казахстанс июнь год министр инвестиция развитие ркгосударственный международный награда премия почётный звание орден рметюбилейный медаль азастан республикасын туелсздгна астанан жылдыысемья жена касымбек акжан адилхан ребёнок акерке год жансай год ляйлить год мади год отец касымбек махмуд базаркул брат касымбек ардак махмудуло,1
609,1235,3289, алматы декабрь центр информация оснащение автомобиль система экстренный реагирование авария эраглонасс стать обязательный январь год информировать союз предприятие автомобильный отрасль казахстан казавтопром согласно технический регламент таможенный союз безопасность колёсный транспортный средство январь год обязательно оснащение устройство вызов экстренный оперативный служба следующий выпускать обращение транспортный средство весь модель транспортный средство относиться категория метр исключение модель иметь одобрение транспортный средство выдать январь год весь единичный транспортный средство относиться категория метр говориться сообщение этот требование распространяться автомобиль ввозить единый таможенный территория таможенный союз физический лицо собственный нужда ранее участвовать дорожный движение государство не являться член таможенный союз условие что момент изготовление прошлый более три год исключение составлять автомобиль выпускать обращение юридический лицо иметь одобрение транспортный средство выдать январь год,1
610,1236,3290, казахстанский костанай планировать собирать совместно узбекский партнёр новый модель автомобиль сообщать наш газета рамка рабочий визит один заместитель премьерминистр аскар мамин побывать ноябрь несколько производственный объект первое вицепремьер показать новый модель автомобиль который назвать хорошо обновить сильно усовершенствовать нексия костанай он планировать собирать совместно узбекский партнёр это быть самый дешёвый автомобиль казахстан заявить председатель совет директор андрей лаврентьев он стоимость миллион тенг более тысяча курс дешёвый просто нет как сообщить лаврентьев собирать костанай начать крупноузел способ машкомплект быть приходить узбекистан локализация составить будущее сборка перевести мелкоузловой метод увеличивать локализация выше точный дата выпуск первое автомобиль пока не обозначить как уточнять завод остаться подписать несколько документ совместный казахстанскоузбекский производство поделиться твиттереть вконтакте поделиться комментарий просмотр новость тема автомобильный бренд узбекистан выходить рынок беларусь узбекский автомобиль уйти российский рынок россия подняться цена хэтчбек узбекистан марка узбекистан показать московский международный автосалон новый седан фото,1
613,1248,3302, ебрра выделить банка центркредит миллиард тенг кредитование женский предпринимательство бизнес казахстанаалмат октябрь интерфаксказахстан европейский банк реконструкция развитие ебрра выделить банка центркредит два транш размер миллиард тенг финансирование женский бизнес микро малое средний предпринимательство казахстан сообщить прессслужба фонд дамудлить получение полный текст публикация воспользоваться платный подписка,1
615,1250,3304, компания полиметалл произвести варваринский месторождение казахстан год тысяча унция золото сравнение тысяча унция год следовать отчёт производственный результат меткомпания передавать казтагсогласный документ итог квартал прошлое год добыча месторождение вырастить почти разав квартал варваринский произвести тысяча унция золото что выше сравнение аналогичный период прошлое год выше сравнение предыдущий квартал увеличение произойти благодаря улучшение содержание извлечение участок цианирование фон переработка руда доставить комаровский железный дорога говориться отчетеисторический отставание вскрыша устранить сейчас комаровский работать проектный производительность это год оно должный поставить фабрика варваринский миллион тонна руда компания ожидать что это привести значительный рост производство год отмечаться документегорнодобывать производить золото серебро медь владеть ряд проект геологоразведка разработка месторождение россия казахстан арменииварваринский месторождение находиться северозапад казахстан километр югозапасть костаный километр районный центр тарановка приобрести полиметалл год месторождение включать себя карьер перерабатывать фабрика производительность миллион тонна год рудный запас месторождение миллион унция средний содержание гт,1
618,1254,3308, прессслужба казкоммерцбанк сообщить изменение количество простой акция который мочь голосовать крупный акционер банка центральноазиатский инвестиционный компания цаик передавать казтаг июнь год между акционер нуржаной казтаг субханбердин центральноазиатский инвестиционный компания быть заключить договор доверительный управление акция казкоммерцбанк количество штука что составлять общий количество разместить простой акция выпустить казкоммерцбанк говориться распространить понедельник сообщениикак поясняться январь год между наш субханбердин наш цаик подписать соглашение расторжение договор доверительный управление акция казкоммерцбанк июнь годать текущий этап доля цаик капиталь казкоммерцбанк составлять общий количество разместить простой акция заключаться сообщениикак сообщаться дать казахстанский фондовый биржа октябрь год кракишев владеть акция банка фонд национальный благосостояние самрукказын центральноазиатский инвестиционный компания нуржан субханбердин оптимус инвестиционный компания акцийао казкоммерцбанк занимать место размер актив банковский система казахстан согласно информация национальный банка ноябрь год актив банка составить триллион тенг обязательство триллион тенг собственный капитал миллиард тенг нераспределенный чистый доход банка январьоктябрь год составить миллиард тенг,1
619,1255,3309, фото компания намерить повысить качество предоставлять услугнациональный перевозчик азастан темр разрабатывать новый стандарт услуга повышение право пассажир передавать единый стандарт быть регламентировать право пассажир ключевой процесс частность это касаться информирование клиент обслуживание вокзал продажа билет санитарнотехнический состояние поезд сервисный услуга пояснить прессслужба настоящее время республика курсировать скоростной маршрут который связывать астан алматы практически весь регион республика время путь поезд сократить раз течение год парк вагон тулпартальго быть пополнить вагон новый модификация широкий кузов новый модификация вагон предусмотреть вагон местами сидение увеличить количество посадочный место расширить ширина кузов внутренний площадь вагон метр предусмотреть вагон перевозка пассажир ограниченный возможность год планироваться запустить поезд тулпартальго дополнительно маршрут счёт сокращение время путь следование поезд тулпартальго увеличение они интенсивность ввод новый поезд быть сохранить текущий предложение обеспечение перевозка сегодня население обеспечить доступный стоимость проезд поезд тулпартальго предварительный приобретение билет пассажир мочь получить скидка предусмотреть скидочный программа ветеран война инвалид пенсионер молодёжь многодетный матереть автор ксения воронин,1
620,1256,3310, евразийский банк алматы облигация который находиться официальный список казахстанский фондовый биржа сообщить привлечение он решение управление административный полиция департаментавнутренний дело год алматы декабрь год административный ответственность часть статья кодекс республика казахстан административный правонарушение,0
622,1259,3313, поддержка экономика казахстан год бюджет быть направить триллион тенг это сегодня акорд рассказать министр национальный экономика тимур сулейменов передавать корреспондент они они рамка реализация госпрограмма нрло выделить миллиард тенг что привести создание более тысяча рабочий место рамка антикризисный мера поддержка год быть выделить миллиард тенг они миллиард тенг рамка программа дорожный карта бизнес миллиард тенг счёт средство енпф национальный фонд итог финансовый поддержка получить свыше проект предприниматель сумма кредитный портфель порядок миллиард тенг подвести итог сулейменов реализация этот мера обеспечить выпуск продукция сумма триллион тенг позволить сохранить создать дополнительно порядок тысяча рабочий место сохранить тысяча рабочий место создать тысяча рабочий место бюджет получить миллиард вид налог татьяна ковалев астан весь новость тема читать здесь,1
623,1260,3314, казинформ цена поставлять казахстанский электроэнергия кыргызстан составлять тенг квтч это сообщить председатель правление самрукэнерго алмасад саткалиевый отвечать вопрос журналист брифинг как вы знаете ранее именно кыргызстан быть поставщик электроэнергия казахстан есть мы всегда принимать кыргызский электроэнергия связанный поставка вод летний период поддержка правительство впервые мы применять рыночный механизм взаимодействие наш партнёр поставка идти денежный расчёт есть речь идти прямая бизнес мы поставлять электроэнергия цена тенг граница казахстан кыргызстан понятно что этот цена включать тариф диспетчеризация цена станция экибастузский грэс сказать он как отметить самрукэнерго договор кыргызстан объесть поставить электроэнергия год составить миллион квтч сегодня фактический объесть экспорт составить миллион квтч слово асаткалиевый оба сторона получать выгода данный сотрудничество казахстан это означать загрузка действующий мощность получение дополнительный доход кыргызстан это возможность накапливание вод токтогульский водохранилище проведение ремонтный работа свой энергообъект,1
624,1261,3315, канун празднование летие независимость страна глава оборонный ведомство генералполковник сакен жасузаков принять участие церемония открытие пирс базирование корабль судно военноморский сила казахстан ссылка прессслужба минобороны наличие собственный пункт базирование корабль позволить эффективно своевременно реагировать возможный угроза казахстанский сектор каспийский мор своевременно организовывать подвоз обеспечение весь вид материальнотехнический обеспечение оперативно осуществлять выход корабль район сосредоточение пирс расположить территория актауский международный морской торговый порт возможность одновременный стоянка более десять корабль верховный главнокомандующий вооружённый сила нурсултан назарбаев уделять особый внимание совершенствование материальнотехнический база казахстанский армия цель улучшение условие служба военнослужащий вводиться стратегически важный объект совершенствоваться социальный инфраструктура военный городок гарнизон создание собственный пирс достаточный инфраструктура являться первостепенный условие поддержание корабль военноморский сила казахстан технический готовность сохранение восстановление короткий срок они боеспособность решение поставить задача подчеркнуть министр оборона кроме тот рамка рабочий поездка актауский гарнизон министр оборона детально ознакомиться строительство база материальнотехнический обеспечение вооружённый сила западный направление включать тот число хранилище материальнотехнический средство что обеспечить самодостаточный группировка войско западный направление,1
